Entity,Code,Year,Hydro (% growth)
Argentina,ARG,1967,2.398800849914551
Argentina,ARG,1968,17.862367630004883
Argentina,ARG,1969,-10.310565948486328
Argentina,ARG,1970,15.921878814697266
Argentina,ARG,1971,-0.7050752639770508
Argentina,ARG,1972,-2.8135716915130615
Argentina,ARG,1973,99.47671508789062
Argentina,ARG,1974,66.63153076171875
Argentina,ARG,1975,4.006516933441162
Argentina,ARG,1976,-3.4625649452209473
Argentina,ARG,1977,14.992880821228027
Argentina,ARG,1978,34.3317756652832
Argentina,ARG,1979,37.568580627441406
Argentina,ARG,1980,42.07566833496094
Argentina,ARG,1981,-3.012281656265259
Argentina,ARG,1982,19.79871940612793
Argentina,ARG,1983,4.697048664093018
Argentina,ARG,1984,7.923316955566406
Argentina,ARG,1985,3.9000988006591797
Argentina,ARG,1986,1.8259882926940918
Argentina,ARG,1987,4.195249080657959
Argentina,ARG,1988,-30.363346099853516
Argentina,ARG,1989,-13.577109336853027
Argentina,ARG,1990,34.31899642944336
Argentina,ARG,1991,-10.40988540649414
Argentina,ARG,1992,20.768701553344727
Argentina,ARG,1993,24.018753051757812
Argentina,ARG,1994,14.802778244018555
Argentina,ARG,1995,-2.869516611099243
Argentina,ARG,1996,-15.21296501159668
Argentina,ARG,1997,24.26600456237793
Argentina,ARG,1998,-5.18953800201416
Argentina,ARG,1999,-19.182682037353516
Argentina,ARG,2000,33.549190521240234
Argentina,ARG,2001,28.013526916503906
Argentina,ARG,2002,-2.1906375885009766
Argentina,ARG,2003,-5.529135704040527
Argentina,ARG,2004,-9.876084327697754
Argentina,ARG,2005,12.322521209716797
Argentina,ARG,2006,11.103164672851562
Argentina,ARG,2007,-17.87458610534668
Argentina,ARG,2008,-0.06551742553710938
Argentina,ARG,2009,10.956811904907227
Argentina,ARG,2010,-3.634732961654663
Argentina,ARG,2011,-6.513744354248047
Argentina,ARG,2012,-6.48518180847168
Argentina,ARG,2013,12.36773681640625
Argentina,ARG,2014,-1.0822951793670654
Argentina,ARG,2015,-0.24439096450805664
Argentina,ARG,2016,-7.992839813232422
Argentina,ARG,2017,6.189322471618652
Argentina,ARG,2018,2.166163921356201
Argentina,ARG,2019,-14.7904634475708
Argentina,ARG,2020,-13.943868637084961
Argentina,ARG,2021,-17.2027645111084
Asia,,1966,4.296314716339111
Asia,,1967,-6.571722030639648
Asia,,1968,11.152958869934082
Asia,,1969,3.8137435913085938
Asia,,1970,2.3630857467651367
Asia,,1971,9.38671875
Asia,,1972,3.418564796447754
Asia,,1973,-7.034140586853027
Asia,,1974,13.891899108886719
Asia,,1975,7.72705078125
Asia,,1976,2.8569459915161133
Asia,,1977,-1.7662286758422852
Asia,,1978,5.322515964508057
Asia,,1979,8.119499206542969
Asia,,1980,7.1457743644714355
Asia,,1981,6.63762092590332
Asia,,1982,-0.9492814540863037
Asia,,1983,4.582488536834717
Asia,,1984,0.23311376571655273
Asia,,1985,18.47466278076172
Asia,,1986,0.761103630065918
Asia,,1987,3.6069631576538086
Asia,,1988,14.903759956359863
Asia,,1989,2.3053765296936035
Asia,,1990,5.440390110015869
Asia,,1991,1.1020660400390625
Asia,,1992,0.726020336151123
Asia,,1993,11.143791198730469
Asia,,1994,-0.7646799087524414
Asia,,1995,7.952678203582764
Asia,,1996,-0.664740800857544
Asia,,1997,-0.39191246032714844
Asia,,1998,6.0025811195373535
Asia,,1999,-2.5913238525390625
Asia,,2000,3.0001282691955566
Asia,,2001,7.938218116760254
Asia,,2002,3.5812854766845703
Asia,,2003,3.911435604095459
Asia,,2004,17.78968620300293
Asia,,2005,3.6173462867736816
Asia,,2006,10.061824798583984
Asia,,2007,4.975438117980957
Asia,,2008,13.470184326171875
Asia,,2009,-2.8522372245788574
Asia,,2010,15.17678451538086
Asia,,2011,1.2449264526367188
Asia,,2012,13.192272186279297
Asia,,2013,7.998621463775635
Asia,,2014,9.185385704040527
Asia,,2015,4.184448719024658
Asia,,2016,3.8656234741210938
Asia,,2017,2.6180386543273926
Asia,,2018,2.3151516914367676
Asia,,2019,6.89774751663208
Asia,,2020,2.3885726928710938
Asia,,2021,-2.1575868129730225
Asia Pacific (BP),,1966,3.98634672164917
Asia Pacific (BP),,1967,-5.819100379943848
Asia Pacific (BP),,1968,10.062599182128906
Asia Pacific (BP),,1969,3.5154342651367188
Asia Pacific (BP),,1970,3.7586450576782227
Asia Pacific (BP),,1971,10.374116897583008
Asia Pacific (BP),,1972,2.8371691703796387
Asia Pacific (BP),,1973,-5.413711071014404
Asia Pacific (BP),,1974,12.315225601196289
Asia Pacific (BP),,1975,6.672477722167969
Asia Pacific (BP),,1976,0.34809112548828125
Asia Pacific (BP),,1977,-2.664506435394287
Asia Pacific (BP),,1978,4.408109188079834
Asia Pacific (BP),,1979,8.409940719604492
Asia Pacific (BP),,1980,6.407201290130615
Asia Pacific (BP),,1981,5.9545159339904785
Asia Pacific (BP),,1982,-2.437615394592285
Asia Pacific (BP),,1983,5.898880958557129
Asia Pacific (BP),,1984,0.021827220916748047
Asia Pacific (BP),,1985,6.8929314613342285
Asia Pacific (BP),,1986,2.535414695739746
Asia Pacific (BP),,1987,-0.3863334655761719
Asia Pacific (BP),,1988,10.674786567687988
Asia Pacific (BP),,1989,7.257676124572754
Asia Pacific (BP),,1990,2.893495559692383
Asia Pacific (BP),,1991,2.818310260772705
Asia Pacific (BP),,1992,-2.192223072052002
Asia Pacific (BP),,1993,9.653770446777344
Asia Pacific (BP),,1994,0.6839275360107422
Asia Pacific (BP),,1995,9.054004669189453
Asia Pacific (BP),,1996,-2.0736992359161377
Asia Pacific (BP),,1997,0.5249619483947754
Asia Pacific (BP),,1998,6.467735767364502
Asia Pacific (BP),,1999,-1.2693226337432861
Asia Pacific (BP),,2000,4.279923439025879
Asia Pacific (BP),,2001,9.356868743896484
Asia Pacific (BP),,2002,1.4804482460021973
Asia Pacific (BP),,2003,2.6680827140808105
Asia Pacific (BP),,2004,17.632234573364258
Asia Pacific (BP),,2005,4.120469093322754
Asia Pacific (BP),,2006,10.12932014465332
Asia Pacific (BP),,2007,6.296145915985107
Asia Pacific (BP),,2008,17.086172103881836
Asia Pacific (BP),,2009,-2.975642681121826
Asia Pacific (BP),,2010,13.385486602783203
Asia Pacific (BP),,2011,1.8342375755310059
Asia Pacific (BP),,2012,12.8953218460083
Asia Pacific (BP),,2013,8.553051948547363
Asia Pacific (BP),,2014,11.20866584777832
Asia Pacific (BP),,2015,2.852034568786621
Asia Pacific (BP),,2016,3.9467692375183105
Asia Pacific (BP),,2017,2.7699708938598633
Asia Pacific (BP),,2018,3.1892776489257812
Asia Pacific (BP),,2019,3.6962032318115234
Asia Pacific (BP),,2020,4.008591175079346
Asia Pacific (BP),,2021,-0.6029129028320312
Australia,AUS,1966,-4.482758045196533
Australia,AUS,1967,3.54994535446167
Australia,AUS,1968,4.532253742218018
Australia,AUS,1969,9.227347373962402
Australia,AUS,1970,17.11820411682129
Australia,AUS,1971,13.143217086791992
Australia,AUS,1972,0.3986239433288574
Australia,AUS,1973,6.340384483337402
Australia,AUS,1974,12.92611312866211
Australia,AUS,1975,7.3078155517578125
Australia,AUS,1976,-4.92982292175293
Australia,AUS,1977,-4.309135437011719
Australia,AUS,1978,8.353543281555176
Australia,AUS,1979,-2.9252707958221436
Australia,AUS,1980,-5.471396446228027
Australia,AUS,1981,2.968430519104004
Australia,AUS,1982,-7.904094696044922
Australia,AUS,1983,-5.063974857330322
Australia,AUS,1984,8.267318725585938
Australia,AUS,1985,6.205737590789795
Australia,AUS,1986,0.6118059158325195
Australia,AUS,1987,-2.937459945678711
Australia,AUS,1988,5.293512344360352
Australia,AUS,1989,-0.563502311706543
Australia,AUS,1990,3.5487771034240723
Australia,AUS,1991,6.057119369506836
Australia,AUS,1992,1.8398404121398926
Australia,AUS,1993,2.7945876121520996
Australia,AUS,1994,-1.4462649822235107
Australia,AUS,1995,-3.213620185852051
Australia,AUS,1996,2.1591782569885254
Australia,AUS,1997,-0.10019540786743164
Australia,AUS,1998,-0.9684979915618896
Australia,AUS,1999,3.0605077743530273
Australia,AUS,2000,1.1362552642822266
Australia,AUS,2001,-2.0830094814300537
Australia,AUS,2002,-0.17676949501037598
Australia,AUS,2003,0.717926025390625
Australia,AUS,2004,-3.2318472862243652
Australia,AUS,2005,-1.4085233211517334
Australia,AUS,2006,-3.3661603927612305
Australia,AUS,2007,-12.687433242797852
Australia,AUS,2008,-9.455167770385742
Australia,AUS,2009,6.998634338378906
Australia,AUS,2010,8.732366561889648
Australia,AUS,2011,42.38323974609375
Australia,AUS,2012,-12.957292556762695
Australia,AUS,2013,12.050962448120117
Australia,AUS,2014,-24.123842239379883
Australia,AUS,2015,-2.7439355850219727
Australia,AUS,2016,25.15057373046875
Australia,AUS,2017,-23.425065994262695
Australia,AUS,2018,28.234756469726562
Australia,AUS,2019,-19.008100509643555
Australia,AUS,2020,2.853977680206299
Australia,AUS,2021,10.923385620117188
Austria,AUT,1966,7.759737968444824
Austria,AUT,1967,2.117598056793213
Austria,AUT,1968,2.7517199516296387
Austria,AUT,1969,-8.067083358764648
Austria,AUT,1970,27.345966339111328
Austria,AUT,1971,-20.994186401367188
Austria,AUT,1972,2.77940034866333
Austria,AUT,1973,11.115479469299316
Austria,AUT,1974,18.236053466796875
Austria,AUT,1975,4.768359661102295
Austria,AUT,1976,-13.572490692138672
Austria,AUT,1977,21.177112579345703
Austria,AUT,1978,0.08025169372558594
Austria,AUT,1979,12.653970718383789
Austria,AUT,1980,3.6057472229003906
Austria,AUT,1981,5.9684157371521
Austria,AUT,1982,0.15884637832641602
Austria,AUT,1983,-0.9386181831359863
Austria,AUT,1984,-12.27439022064209
Austria,AUT,1985,14.620661735534668
Austria,AUT,1986,0.4184603691101074
Austria,AUT,1987,14.5097017288208
Austria,AUT,1988,-0.23709535598754883
Austria,AUT,1989,-0.6278514862060547
Austria,AUT,1990,-10.185813903808594
Austria,AUT,1991,-0.20819902420043945
Austria,AUT,1992,10.828983306884766
Austria,AUT,1993,5.329239368438721
Austria,AUT,1994,-2.7190804481506348
Austria,AUT,1995,3.807950019836426
Austria,AUT,1996,-7.69173526763916
Austria,AUT,1997,5.521285533905029
Austria,AUT,1998,2.930474281311035
Austria,AUT,1999,9.514177322387695
Austria,AUT,2000,2.792525291442871
Austria,AUT,2001,-3.299027681350708
Austria,AUT,2002,-0.5647718906402588
Austria,AUT,2003,-17.43109893798828
Austria,AUT,2004,10.679793357849121
Austria,AUT,2005,0.9054303169250488
Austria,AUT,2006,-3.8793563842773438
Austria,AUT,2007,3.921818733215332
Austria,AUT,2008,3.440988063812256
Austria,AUT,2009,6.696712970733643
Austria,AUT,2010,-6.193435192108154
Austria,AUT,2011,-10.755681991577148
Austria,AUT,2012,28.070449829101562
Austria,AUT,2013,-4.175770282745361
Austria,AUT,2014,-2.402573823928833
Austria,AUT,2015,-9.389495849609375
Austria,AUT,2016,7.574570178985596
Austria,AUT,2017,-4.196971893310547
Austria,AUT,2018,-1.7126619815826416
Austria,AUT,2019,8.470344543457031
Austria,AUT,2020,2.8708696365356445
Austria,AUT,2021,2.032172679901123
Azerbaijan,AZE,1986,-38.72053527832031
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,-13.18681812286377
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,137.44558715820312
Azerbaijan,AZE,1991,6.109774112701416
Azerbaijan,AZE,1992,-0.6820857524871826
Azerbaijan,AZE,1993,38.8427848815918
Azerbaijan,AZE,1994,-24.56719207763672
Azerbaijan,AZE,1995,-14.972681045532227
Azerbaijan,AZE,1996,-1.2210845947265625
Azerbaijan,AZE,1997,11.385822296142578
Azerbaijan,AZE,1998,13.960277557373047
Azerbaijan,AZE,1999,-22.808815002441406
Azerbaijan,AZE,2000,1.8592238426208496
Azerbaijan,AZE,2001,-15.189051628112793
Azerbaijan,AZE,2002,55.265174865722656
Azerbaijan,AZE,2003,22.277236938476562
Azerbaijan,AZE,2004,11.538469314575195
Azerbaijan,AZE,2005,9.234106063842773
Azerbaijan,AZE,2006,-16.328834533691406
Azerbaijan,AZE,2007,-6.115955352783203
Azerbaijan,AZE,2008,-5.583757400512695
Azerbaijan,AZE,2009,3.4229278564453125
Azerbaijan,AZE,2010,49.293888092041016
Azerbaijan,AZE,2011,-22.357309341430664
Azerbaijan,AZE,2012,-31.945592880249023
Azerbaijan,AZE,2013,-18.226247787475586
Azerbaijan,AZE,2014,-12.719088554382324
Azerbaijan,AZE,2015,25.990617752075195
Azerbaijan,AZE,2016,19.651901245117188
Azerbaijan,AZE,2017,-10.866128921508789
Azerbaijan,AZE,2018,1.2368321418762207
Azerbaijan,AZE,2019,-11.49321174621582
Azerbaijan,AZE,2020,-31.652610778808594
Azerbaijan,AZE,2021,19.42964744567871
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,89.14286041259766
Bangladesh,BGD,1974,-26.586103439331055
Bangladesh,BGD,1975,79.42386627197266
Bangladesh,BGD,1976,13.302755355834961
Bangladesh,BGD,1977,-11.538457870483398
Bangladesh,BGD,1978,15.789472579956055
Bangladesh,BGD,1979,16.007911682128906
Bangladesh,BGD,1980,-0.6814301013946533
Bangladesh,BGD,1981,7.204115390777588
Bangladesh,BGD,1982,-16.32000160217285
Bangladesh,BGD,1983,26.577436447143555
Bangladesh,BGD,1984,35.49848937988281
Bangladesh,BGD,1985,-17.614269256591797
Bangladesh,BGD,1986,-39.10690689086914
Bangladesh,BGD,1987,14.888895034790039
Bangladesh,BGD,1988,30.560922622680664
Bangladesh,BGD,1989,36.296295166015625
Bangladesh,BGD,1990,-3.9130449295043945
Bangladesh,BGD,1991,-5.203622817993164
Bangladesh,BGD,1992,-5.011934280395508
Bangladesh,BGD,1993,-23.61809539794922
Bangladesh,BGD,1994,39.3092155456543
Bangladesh,BGD,1995,-56.08028030395508
Bangladesh,BGD,1996,98.65591430664062
Bangladesh,BGD,1997,-2.706366777420044
Bangladesh,BGD,1998,20.305978775024414
Bangladesh,BGD,1999,-3.6994218826293945
Bangladesh,BGD,2000,-10.084033012390137
Bangladesh,BGD,2001,32.57676315307617
Bangladesh,BGD,2002,-24.572002410888672
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0
Bangladesh,BGD,2007,0
Bangladesh,BGD,2008,26.83577537536621
Bangladesh,BGD,2009,-56.105262756347656
Bangladesh,BGD,2010,74.82013702392578
Bangladesh,BGD,2011,19.61591339111328
Bangladesh,BGD,2012,-10.894489288330078
Bangladesh,BGD,2013,-6.257569789886475
Bangladesh,BGD,2014,-22.23091697692871
Bangladesh,BGD,2015,58.55609130859375
Bangladesh,BGD,2016,-1.5046417713165283
Bangladesh,BGD,2017,16.37917709350586
Bangladesh,BGD,2018,-15.940994262695312
Bangladesh,BGD,2019,-4.89015007019043
Bangladesh,BGD,2020,-14.873260498046875
Bangladesh,BGD,2021,-2.68363356590271
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,-10.000001907348633
Belarus,BLR,1992,-5.555546283721924
Belarus,BLR,1993,11.764693260192871
Belarus,BLR,1994,0
Belarus,BLR,1995,5.263161659240723
Belarus,BLR,1996,-19.99999237060547
Belarus,BLR,1997,31.249988555908203
Belarus,BLR,1998,33.333335876464844
Belarus,BLR,1999,-32.142860412597656
Belarus,BLR,2000,42.10527038574219
Belarus,BLR,2001,11.111104965209961
Belarus,BLR,2002,-3.333336114883423
Belarus,BLR,2003,-3.4482717514038086
Belarus,BLR,2004,17.857133865356445
Belarus,BLR,2005,9.090900421142578
Belarus,BLR,2006,-2.777773141860962
Belarus,BLR,2007,0
Belarus,BLR,2008,11.428570747375488
Belarus,BLR,2009,15.384614944458008
Belarus,BLR,2010,0
Belarus,BLR,2011,-6.666672229766846
Belarus,BLR,2012,71.42855834960938
Belarus,BLR,2013,91.66667175292969
Belarus,BLR,2014,-12.318838119506836
Belarus,BLR,2015,-8.264457702636719
Belarus,BLR,2016,27.927934646606445
Belarus,BLR,2017,185.91546630859375
Belarus,BLR,2018,-20.197040557861328
Belarus,BLR,2019,8.333337783813477
Belarus,BLR,2020,13.960111618041992
Belarus,BLR,2021,-14.250003814697266
Belgium,BEL,1966,9.926462173461914
Belgium,BEL,1967,-20.401334762573242
Belgium,BEL,1968,2.5210022926330566
Belgium,BEL,1969,-5.737704277038574
Belgium,BEL,1970,6.956517696380615
Belgium,BEL,1971,-45.5284538269043
Belgium,BEL,1972,34.328365325927734
Belgium,BEL,1973,-5.000000953674316
Belgium,BEL,1974,40.350868225097656
Belgium,BEL,1975,-23.750001907348633
Belgium,BEL,1976,-40.43716049194336
Belgium,BEL,1977,105.50460815429688
Belgium,BEL,1978,-0.4464268684387207
Belgium,BEL,1979,4.932737350463867
Belgium,BEL,1980,18.803417205810547
Belgium,BEL,1981,37.05036544799805
Belgium,BEL,1982,-12.598424911499023
Belgium,BEL,1983,0.9009003639221191
Belgium,BEL,1984,4.464292526245117
Belgium,BEL,1985,-18.23362159729004
Belgium,BEL,1986,19.512187957763672
Belgium,BEL,1987,25.07288360595703
Belgium,BEL,1988,-16.3170166015625
Belgium,BEL,1989,-15.041780471801758
Belgium,BEL,1990,-12.78688907623291
Belgium,BEL,1991,-13.909774780273438
Belgium,BEL,1992,48.908294677734375
Belgium,BEL,1993,-25.5131893157959
Belgium,BEL,1994,36.22046661376953
Belgium,BEL,1995,-2.312135696411133
Belgium,BEL,1996,-29.28994369506836
Belgium,BEL,1997,27.615070343017578
Belgium,BEL,1998,27.54098129272461
Belgium,BEL,1999,-12.339335441589355
Belgium,BEL,2000,34.897361755371094
Belgium,BEL,2001,-4.130434989929199
Belgium,BEL,2002,-18.36734390258789
Belgium,BEL,2003,-31.388891220092773
Belgium,BEL,2004,28.340089797973633
Belgium,BEL,2005,-9.148269653320312
Belgium,BEL,2006,24.65277862548828
Belgium,BEL,2007,8.356547355651855
Belgium,BEL,2008,5.398452281951904
Belgium,BEL,2009,-19.999998092651367
Belgium,BEL,2010,-4.878049850463867
Belgium,BEL,2011,-37.17948913574219
Belgium,BEL,2012,82.14285278320312
Belgium,BEL,2013,6.442582607269287
Belgium,BEL,2014,-22.31578826904297
Belgium,BEL,2015,7.85907506942749
Belgium,BEL,2016,16.206037521362305
Belgium,BEL,2017,-27.000003814697266
Belgium,BEL,2018,8.219170570373535
Belgium,BEL,2019,3.318512439727783
Belgium,BEL,2020,-11.622512817382812
Belgium,BEL,2021,40.26089859008789
Brazil,BRA,1966,9.37095832824707
Brazil,BRA,1967,4.597568511962891
Brazil,BRA,1968,4.662716388702393
Brazil,BRA,1969,7.01146125793457
Brazil,BRA,1970,21.745372772216797
Brazil,BRA,1971,8.537483215332031
Brazil,BRA,1972,17.319847106933594
Brazil,BRA,1973,14.22426700592041
Brazil,BRA,1974,13.454830169677734
Brazil,BRA,1975,10.06106185913086
Brazil,BRA,1976,14.69973373413086
Brazil,BRA,1977,12.744688987731934
Brazil,BRA,1978,9.912276268005371
Brazil,BRA,1979,13.464271545410156
Brazil,BRA,1980,10.5738525390625
Brazil,BRA,1981,1.441347599029541
Brazil,BRA,1982,7.927966117858887
Brazil,BRA,1983,7.328605651855469
Brazil,BRA,1984,9.980524063110352
Brazil,BRA,1985,7.072329521179199
Brazil,BRA,1986,2.267134189605713
Brazil,BRA,1987,1.743781566619873
Brazil,BRA,1988,7.269930839538574
Brazil,BRA,1989,2.811253070831299
Brazil,BRA,1990,0.985872745513916
Brazil,BRA,1991,5.35731315612793
Brazil,BRA,1992,2.5534749031066895
Brazil,BRA,1993,5.248427391052246
Brazil,BRA,1994,3.2501697540283203
Brazil,BRA,1995,4.614651203155518
Brazil,BRA,1996,4.6726226806640625
Brazil,BRA,1997,4.967832565307617
Brazil,BRA,1998,4.479670524597168
Brazil,BRA,1999,0.5252718925476074
Brazil,BRA,2000,3.8918137550354004
Brazil,BRA,2001,-11.999553680419922
Brazil,BRA,2002,6.8001627922058105
Brazil,BRA,2003,6.824374198913574
Brazil,BRA,2004,4.967319965362549
Brazil,BRA,2005,5.1932454109191895
Brazil,BRA,2006,3.363037109375
Brazil,BRA,2007,7.227432727813721
Brazil,BRA,2008,-1.1921286582946777
Brazil,BRA,2009,5.799293518066406
Brazil,BRA,2010,3.1463265419006348
Brazil,BRA,2011,6.209695339202881
Brazil,BRA,2012,-3.032863140106201
Brazil,BRA,2013,-5.862677097320557
Brazil,BRA,2014,-4.489338397979736
Brazil,BRA,2015,-3.667604923248291
Brazil,BRA,2016,5.884242057800293
Brazil,BRA,2017,-2.6264607906341553
Brazil,BRA,2018,4.870390892028809
Brazil,BRA,2019,2.2896289825439453
Brazil,BRA,2020,-0.37595629692077637
Brazil,BRA,2021,-8.467287063598633
Bulgaria,BGR,1966,0.4999995231628418
Bulgaria,BGR,1967,0.5970239639282227
Bulgaria,BGR,1968,-35.45994567871094
Bulgaria,BGR,1969,40.91954040527344
Bulgaria,BGR,1970,17.020118713378906
Bulgaria,BGR,1971,0.8364319801330566
Bulgaria,BGR,1972,-3.4562230110168457
Bulgaria,BGR,1973,22.673023223876953
Bulgaria,BGR,1974,-19.06614875793457
Bulgaria,BGR,1975,17.932701110839844
Bulgaria,BGR,1976,20.423973083496094
