Entity,Code,Year,Renewables (% equivalent primary energy)
Africa,,1965,5.747494698
Africa,,1966,6.122061729
Africa,,1967,6.325730801
Africa,,1968,7.005292892
Africa,,1969,7.956087589
Africa,,1970,9.16205883
Africa,,1971,8.131307602
Africa,,1972,8.747766495
Africa,,1973,8.542280197
Africa,,1974,9.26806736
Africa,,1975,9.238402367
Africa,,1976,9.416414261
Africa,,1977,9.80329895
Africa,,1978,9.519680977
Africa,,1979,9.350928307
Africa,,1980,8.486036301
Africa,,1981,7.859501839
Africa,,1982,7.378184795
Africa,,1983,6.456583023
Africa,,1984,6.159393311
Africa,,1985,6.580027103
Africa,,1986,6.703809738
Africa,,1987,6.234672546
Africa,,1988,6.350836277
Africa,,1989,6.648681164
Africa,,1990,6.56842804
Africa,,1991,6.961744308
Africa,,1992,6.552484035
Africa,,1993,6.421020508
Africa,,1994,6.290523529
Africa,,1995,6.283753395
Africa,,1996,6.411200523
Africa,,1997,6.448849201
Africa,,1998,6.65718317
Africa,,1999,6.836302757
Africa,,2000,7.174940586
Africa,,2001,7.414130688
Africa,,2002,7.605161667
Africa,,2003,7.041176319
Africa,,2004,6.933373451
Africa,,2005,6.99833107
Africa,,2006,7.123232841
Africa,,2007,7.009408474
Africa,,2008,6.716137886
Africa,,2009,6.775711536
Africa,,2010,7.101892471
Africa,,2011,7.225599289
Africa,,2012,6.989345551
Africa,,2013,7.195614338
Africa,,2014,7.509692192
Africa,,2015,7.464454174
Africa,,2016,7.307821274
Africa,,2017,7.739742279
Africa,,2018,8.169642448
Africa,,2019,8.559300423
Africa,,2020,9.624268532
Africa,,2021,9.555875778
Africa (BP),,1965,5.747495651
Africa (BP),,1966,6.122062206
Africa (BP),,1967,6.325730801
Africa (BP),,1968,7.005292892
Africa (BP),,1969,7.956087589
Africa (BP),,1970,9.16205883
Africa (BP),,1971,8.131307602
Africa (BP),,1972,8.747766495
Africa (BP),,1973,8.542280197
Africa (BP),,1974,9.26806736
Africa (BP),,1975,9.238402367
Africa (BP),,1976,9.416413307
Africa (BP),,1977,9.80329895
Africa (BP),,1978,9.519680977
Africa (BP),,1979,9.350928307
Africa (BP),,1980,8.486035347
Africa (BP),,1981,7.859501839
Africa (BP),,1982,7.378184795
Africa (BP),,1983,6.456583023
Africa (BP),,1984,6.159393311
Africa (BP),,1985,6.580027103
Africa (BP),,1986,6.703810215
Africa (BP),,1987,6.234672546
Africa (BP),,1988,6.350836277
Africa (BP),,1989,6.648681164
Africa (BP),,1990,6.56842804
Africa (BP),,1991,6.961744308
Africa (BP),,1992,6.552484035
Africa (BP),,1993,6.421020508
Africa (BP),,1994,6.290523529
Africa (BP),,1995,6.283753395
Africa (BP),,1996,6.411200523
Africa (BP),,1997,6.448850155
Africa (BP),,1998,6.65718317
Africa (BP),,1999,6.836302757
Africa (BP),,2000,7.174940586
Africa (BP),,2001,7.414130211
Africa (BP),,2002,7.619705677
Africa (BP),,2003,7.056476116
Africa (BP),,2004,6.950178146
Africa (BP),,2005,7.004724979
Africa (BP),,2006,7.125098228
Africa (BP),,2007,7.029091358
Africa (BP),,2008,6.730450153
Africa (BP),,2009,6.783567429
Africa (BP),,2010,7.106614113
Africa (BP),,2011,7.236809254
Africa (BP),,2012,7.002328396
Africa (BP),,2013,7.207865238
Africa (BP),,2014,7.521208286
Africa (BP),,2015,7.478593349
Africa (BP),,2016,7.320139408
Africa (BP),,2017,7.751569271
Africa (BP),,2018,8.187627792
Africa (BP),,2019,8.574492455
Africa (BP),,2020,9.644046783
Africa (BP),,2021,9.574977875
Algeria,DZA,1965,4.763067722
Algeria,DZA,1966,3.518747091
Algeria,DZA,1967,4.291953564
Algeria,DZA,1968,5.486194611
Algeria,DZA,1969,3.182763577
Algeria,DZA,1970,4.665683746
Algeria,DZA,1971,2.455918789
Algeria,DZA,1972,3.278343439
Algeria,DZA,1973,4.175826073
Algeria,DZA,1974,2.494738102
Algeria,DZA,1975,1.378281832
Algeria,DZA,1976,1.401022315
Algeria,DZA,1977,0.881728232
Algeria,DZA,1978,0.652115107
Algeria,DZA,1979,0.579293609
Algeria,DZA,1980,0.4290016
Algeria,DZA,1981,0.502940297
Algeria,DZA,1982,0.570870042
Algeria,DZA,1983,0.256449461
Algeria,DZA,1984,0.513673544
Algeria,DZA,1985,0.728265345
Algeria,DZA,1986,0.26640448
Algeria,DZA,1987,0.517427325
Algeria,DZA,1988,0.17717436
Algeria,DZA,1989,0.224958226
Algeria,DZA,1990,0.126738697
Algeria,DZA,1991,0.277606994
Algeria,DZA,1992,0.183757469
Algeria,DZA,1993,0.350280136
Algeria,DZA,1994,0.162578985
Algeria,DZA,1995,0.182247594
Algeria,DZA,1996,0.128803402
Algeria,DZA,1997,0.074455902
Algeria,DZA,1998,0.206179619
Algeria,DZA,1999,0.192743421
Algeria,DZA,2000,0.053235482
Algeria,DZA,2001,0.065218486
Algeria,DZA,2002,0.051676769
Algeria,DZA,2003,0.228103995
Algeria,DZA,2004,0.206786901
Algeria,DZA,2005,0.434118778
Algeria,DZA,2006,0.163271949
Algeria,DZA,2007,0.159904569
Algeria,DZA,2008,0.187754303
Algeria,DZA,2009,0.212785482
Algeria,DZA,2010,0.115132377
Algeria,DZA,2011,0.235259905
Algeria,DZA,2012,0.224531949
Algeria,DZA,2013,0.064763196
Algeria,DZA,2014,0.117502466
Algeria,DZA,2015,0.096813366
Algeria,DZA,2016,0.145807117
Algeria,DZA,2017,0.247018293
Algeria,DZA,2018,0.287679285
Algeria,DZA,2019,0.294746965
Algeria,DZA,2020,0.297899425
Algeria,DZA,2021,0.261367351
Argentina,ARG,1965,1.102723598
Argentina,ARG,1966,1.081897616
Argentina,ARG,1967,1.076565266
Argentina,ARG,1968,1.227339387
Argentina,ARG,1969,1.06516993
Argentina,ARG,1970,1.353411555
Argentina,ARG,1971,1.270321488
Argentina,ARG,1972,1.234996557
Argentina,ARG,1973,2.283695221
Argentina,ARG,1974,3.62980175
Argentina,ARG,1975,3.862202883
Argentina,ARG,1976,3.554423571
Argentina,ARG,1977,3.909239531
Argentina,ARG,1978,5.227678299
Argentina,ARG,1979,6.702306271
Argentina,ARG,1980,9.552859306
Argentina,ARG,1981,9.541530609
Argentina,ARG,1982,11.22947884
Argentina,ARG,1983,11.30347443
Argentina,ARG,1984,12.13267136
Argentina,ARG,1985,12.75955582
Argentina,ARG,1986,12.29852581
Argentina,ARG,1987,12.24748611
Argentina,ARG,1988,8.417366982
Argentina,ARG,1989,7.543593407
Argentina,ARG,1990,10.29267883
Argentina,ARG,1991,9.081443787
Argentina,ARG,1992,10.20674324
Argentina,ARG,1993,12.21653271
Argentina,ARG,1994,13.30640602
Argentina,ARG,1995,12.53551865
Argentina,ARG,1996,10.22503757
Argentina,ARG,1997,12.51414108
Argentina,ARG,1998,11.48215199
Argentina,ARG,1999,9.226556778
Argentina,ARG,2000,12.2838583
Argentina,ARG,2001,15.9374876
Argentina,ARG,2002,16.24930573
Argentina,ARG,2003,14.40825939
Argentina,ARG,2004,12.18557549
Argentina,ARG,2005,12.78852367
Argentina,ARG,2006,13.44946194
Argentina,ARG,2007,10.59915447
Argentina,ARG,2008,10.43706417
Argentina,ARG,2009,11.78350639
Argentina,ARG,2010,11.66137505
Argentina,ARG,2011,10.92944813
Argentina,ARG,2012,10.2164259
Argentina,ARG,2013,10.95007896
Argentina,ARG,2014,11.03897762
Argentina,ARG,2015,10.90739727
Argentina,ARG,2016,10.16700745
Argentina,ARG,2017,10.96471882
Argentina,ARG,2018,11.39762974
Argentina,ARG,2019,11.92677212
Argentina,ARG,2020,12.17941666
Argentina,ARG,2021,11.32924938
Asia,,1965,7.898136139
Asia,,1966,7.591160297
Asia,,1967,6.774782181
Asia,,1968,6.976727486
Asia,,1969,6.371641159
Asia,,1970,5.764333248
Asia,,1971,5.742181301
Asia,,1972,5.588597298
Asia,,1973,4.797197819
Asia,,1974,5.339972496
Asia,,1975,5.550854206
Asia,,1976,5.395175457
Asia,,1977,4.973343849
Asia,,1978,4.899002075
Asia,,1979,5.030862808
Asia,,1980,5.401125908
Asia,,1981,5.707388878
Asia,,1982,5.710594177
Asia,,1983,5.696269512
Asia,,1984,5.314929008
Asia,,1985,5.351891518
Asia,,1986,5.188940525
Asia,,1987,5.08079958
Asia,,1988,5.439732552
Asia,,1989,5.32600975
Asia,,1990,5.332828999
Asia,,1991,5.191641808
Asia,,1992,5.006854057
Asia,,1993,5.318292618
Asia,,1994,5.057206631
Asia,,1995,5.263785839
Asia,,1996,5.012627125
Asia,,1997,4.887909412
Asia,,1998,5.174960136
Asia,,1999,4.922501564
Asia,,2000,4.902262688
Asia,,2001,5.071513176
Asia,,2002,4.9746418
Asia,,2003,4.77540493
Asia,,2004,5.084468365
Asia,,2005,4.912455082
Asia,,2006,5.102126122
Asia,,2007,5.057849407
Asia,,2008,5.560899734
Asia,,2009,5.401412964
Asia,,2010,5.894656658
Asia,,2011,5.820296288
Asia,,2012,6.395725727
Asia,,2013,6.868678093
Asia,,2014,7.412151337
Asia,,2015,7.781671047
Asia,,2016,8.205105782
Asia,,2017,8.699320793
Asia,,2018,9.161236763
Asia,,2019,9.805446625
Asia,,2020,10.58000946
Asia,,2021,10.95455647
Asia Pacific (BP),,1965,8.906764984
Asia Pacific (BP),,1966,8.529315948
Asia Pacific (BP),,1967,7.666352272
Asia Pacific (BP),,1968,7.829915047
Asia Pacific (BP),,1969,7.134386063
Asia Pacific (BP),,1970,6.514065742
Asia Pacific (BP),,1971,6.55603981
Asia Pacific (BP),,1972,6.36326313
Asia Pacific (BP),,1973,5.580256462
Asia Pacific (BP),,1974,6.154123783
Asia Pacific (BP),,1975,6.327986717
Asia Pacific (BP),,1976,6.054284096
Asia Pacific (BP),,1977,5.573482037
Asia Pacific (BP),,1978,5.450265408
Asia Pacific (BP),,1979,5.659092426
Asia Pacific (BP),,1980,6.012509346
Asia Pacific (BP),,1981,6.35716629
Asia Pacific (BP),,1982,6.347828388
Asia Pacific (BP),,1983,6.465396881
Asia Pacific (BP),,1984,6.072128773
Asia Pacific (BP),,1985,6.183801651
Asia Pacific (BP),,1986,6.097188473
Asia Pacific (BP),,1987,5.757307053
Asia Pacific (BP),,1988,5.929972649
Asia Pacific (BP),,1989,6.046374798
Asia Pacific (BP),,1990,5.901330471
Asia Pacific (BP),,1991,5.801678658
Asia Pacific (BP),,1992,5.433712006
Asia Pacific (BP),,1993,5.632143974
Asia Pacific (BP),,1994,5.420175552
Asia Pacific (BP),,1995,5.651620388
Asia Pacific (BP),,1996,5.295516014
Asia Pacific (BP),,1997,5.203743458
Asia Pacific (BP),,1998,5.553133965
Asia Pacific (BP),,1999,5.334319115
Asia Pacific (BP),,2000,5.378320217
Asia Pacific (BP),,2001,5.632980347
Asia Pacific (BP),,2002,5.465610027
Asia Pacific (BP),,2003,5.178248882
Asia Pacific (BP),,2004,5.497467518
Asia Pacific (BP),,2005,5.342834473
Asia Pacific (BP),,2006,5.557189465
Asia Pacific (BP),,2007,5.582265377
Asia Pacific (BP),,2008,6.340683937
Asia Pacific (BP),,2009,6.175616264
Asia Pacific (BP),,2010,6.654132366
Asia Pacific (BP),,2011,6.629954815
Asia Pacific (BP),,2012,7.291331291
Asia Pacific (BP),,2013,7.88153553
Asia Pacific (BP),,2014,8.644287109
Asia Pacific (BP),,2015,8.974304199
Asia Pacific (BP),,2016,9.496629715
Asia Pacific (BP),,2017,10.04920197
Asia Pacific (BP),,2018,10.64609909
Asia Pacific (BP),,2019,11.19480515
Asia Pacific (BP),,2020,12.1733923
Asia Pacific (BP),,2021,12.72315121
Australia,AUS,1965,5.562621593
Australia,AUS,1966,5.071894646
Australia,AUS,1967,4.949548721
Australia,AUS,1968,4.865467548
Australia,AUS,1969,5.086987972
Australia,AUS,1970,5.421450615
Australia,AUS,1971,5.822727203
Australia,AUS,1972,5.599285126
Australia,AUS,1973,5.588664532
Australia,AUS,1974,5.955109596
Australia,AUS,1975,6.297008038
Australia,AUS,1976,5.793421268
Australia,AUS,1977,5.269774914
Australia,AUS,1978,5.508696079
Australia,AUS,1979,5.165840626
Australia,AUS,1980,4.862271786
Australia,AUS,1981,4.930354595
Australia,AUS,1982,4.636782646
Australia,AUS,1983,4.534481525
Australia,AUS,1984,4.718454361
Australia,AUS,1985,4.863154888
Australia,AUS,1986,4.798559666
Australia,AUS,1987,4.532893181
Australia,AUS,1988,4.641680241
Australia,AUS,1989,4.419953346
Australia,AUS,1990,4.459391117
Australia,AUS,1991,4.74006176
Australia,AUS,1992,4.73171711
Australia,AUS,1993,4.759428501
Australia,AUS,1994,4.527180672
Australia,AUS,1995,4.239725113
Australia,AUS,1996,4.236590862
Australia,AUS,1997,4.145838737
Australia,AUS,1998,4.037755966
Australia,AUS,1999,4.008933544
Australia,AUS,2000,3.988877773
Australia,AUS,2001,3.87076211
Australia,AUS,2002,3.931450367
Australia,AUS,2003,4.014968872
Australia,AUS,2004,4.036560535
Australia,AUS,2005,4.313553333
Australia,AUS,2006,4.233413219
Australia,AUS,2007,3.976722717
Australia,AUS,2008,3.681326389
Australia,AUS,2009,3.920266151
Australia,AUS,2010,4.312804699
Australia,AUS,2011,5.698980808
Australia,AUS,2012,5.700209141
Australia,AUS,2013,6.525868893
Australia,AUS,2014,5.979823112
Australia,AUS,2015,6.290020943
Australia,AUS,2016,7.189175606
Australia,AUS,2017,6.750126839
Australia,AUS,2018,8.300061226
Australia,AUS,2019,8.880722046
Australia,AUS,2020,10.78981113
Australia,AUS,2021,12.93353176
Austria,AUT,1965,25.09640694
Austria,AUT,1966,25.84019279
Austria,AUT,1967,26.11892891
Austria,AUT,1968,25.09916496
Austria,AUT,1969,22.27536964
Austria,AUT,1970,24.77025604
Austria,AUT,1971,19.65230179
Austria,AUT,1972,19.52414703
Austria,AUT,1973,20.17739105
Austria,AUT,1974,23.73452759
Austria,AUT,1975,25.03424644
Austria,AUT,1976,20.90531921
Austria,AUT,1977,25.27130508
Austria,AUT,1978,24.24462509
Austria,AUT,1979,25.78445435
Austria,AUT,1980,26.82601547
Austria,AUT,1981,29.280653
Austria,AUT,1982,30.31977081
Austria,AUT,1983,30.11778831
Austria,AUT,1984,26.68983269
Austria,AUT,1985,29.76928329
Austria,AUT,1986,30.17765617
Austria,AUT,1987,32.19380951
Austria,AUT,1988,32.73326492
Austria,AUT,1989,32.40857697
Austria,AUT,1990,28.90868568
Austria,AUT,1991,27.58718681
Austria,AUT,1992,31.03727341
Austria,AUT,1993,32.08808517
Austria,AUT,1994,31.29630089
Austria,AUT,1995,31.51592064
Austria,AUT,1996,28.95120621
Austria,AUT,1997,29.96346664
Austria,AUT,1998,30.44169617
Austria,AUT,1999,32.25799942
Austria,AUT,2000,32.95425797
Austria,AUT,2001,30.81651306
Austria,AUT,2002,30.32511711
Austria,AUT,2003,25.14051819
Austria,AUT,2004,27.63378525
Austria,AUT,2005,27.94786072
Austria,AUT,2006,28.59120941
Austria,AUT,2007,30.98060989
Austria,AUT,2008,31.34547806
Austria,AUT,2009,34.32251358
Austria,AUT,2010,31.60564232
Austria,AUT,2011,30.72079468
Austria,AUT,2012,35.92934418
Austria,AUT,2013,35.26667404
Austria,AUT,2014,36.64029694
Austria,AUT,2015,34.964077
Austria,AUT,2016,35.65185547
Austria,AUT,2017,34.50287247
Austria,AUT,2018,34.56892776
Austria,AUT,2019,35.61137772
Austria,AUT,2020,38.26066971
Austria,AUT,2021,37.48179245
Azerbaijan,AZE,1985,1.651935697
Azerbaijan,AZE,1986,0.940693796
Azerbaijan,AZE,1987,0.97068429
Azerbaijan,AZE,1988,0.842058122
Azerbaijan,AZE,1989,0.825733781
Azerbaijan,AZE,1990,1.881659985
Azerbaijan,AZE,1991,2.077973127
Azerbaijan,AZE,1992,2.409932852
Azerbaijan,AZE,1993,3.857214451
Azerbaijan,AZE,1994,3.167003393
Azerbaijan,AZE,1995,2.8640728
Azerbaijan,AZE,1996,3.449877024
Azerbaijan,AZE,1997,4.012825489
Azerbaijan,AZE,1998,4.555314541
Azerbaijan,AZE,1999,3.53159833
Azerbaijan,AZE,2000,3.446013927
Azerbaijan,AZE,2001,3.011781693
Azerbaijan,AZE,2002,4.700666428
Azerbaijan,AZE,2003,5.277902603
Azerbaijan,AZE,2004,5.158581734
Azerbaijan,AZE,2005,5.1650033
Azerbaijan,AZE,2006,4.366299629
Azerbaijan,AZE,2007,4.502970219
Azerbaijan,AZE,2008,4.184756756
Azerbaijan,AZE,2009,4.871127605
Azerbaijan,AZE,2010,7.311431885
Azerbaijan,AZE,2011,5.077953815
Azerbaijan,AZE,2012,3.3373456
Azerbaijan,AZE,2013,2.780692816
Azerbaijan,AZE,2014,2.433617115
Azerbaijan,AZE,2015,2.757688046
Azerbaijan,AZE,2016,3.345907927
Azerbaijan,AZE,2017,3.049804449
Azerbaijan,AZE,2018,3.070157051
Azerbaijan,AZE,2019,2.674583912
Azerbaijan,AZE,2020,1.975831747
Azerbaijan,AZE,2021,2.201542854
Bangladesh,BGD,1971,3.859757662
Bangladesh,BGD,1972,3.406534433
Bangladesh,BGD,1973,5.024386883
Bangladesh,BGD,1974,3.463459492
Bangladesh,BGD,1975,6.043976307
Bangladesh,BGD,1976,5.868124008
Bangladesh,BGD,1977,5.07977581
Bangladesh,BGD,1978,5.536711693
Bangladesh,BGD,1979,5.825671673
Bangladesh,BGD,1980,4.96088028
Bangladesh,BGD,1981,5.016649723
Bangladesh,BGD,1982,3.805250645
Bangladesh,BGD,1983,4.870658875
Bangladesh,BGD,1984,6.105583191
Bangladesh,BGD,1985,4.526681423
Bangladesh,BGD,1986,2.532797575
Bangladesh,BGD,1987,2.636501312
Bangladesh,BGD,1988,3.090863943
Bangladesh,BGD,1989,3.907864094
Bangladesh,BGD,1990,3.539271355
Bangladesh,BGD,1991,3.477609158
Bangladesh,BGD,1992,3.028885365
Bangladesh,BGD,1993,2.104328871
Bangladesh,BGD,1994,2.761680603
Bangladesh,BGD,1995,1.026994705
Bangladesh,BGD,1996,1.947564125
Bangladesh,BGD,1997,1.803427577
Bangladesh,BGD,1998,2.03712368
Bangladesh,BGD,1999,1.939729095
Bangladesh,BGD,2000,1.627072692
Bangladesh,BGD,2001,1.875003219
Bangladesh,BGD,2002,1.362207532
Bangladesh,BGD,2003,1.278404117
Bangladesh,BGD,2004,1.229696393
Bangladesh,BGD,2005,1.135345817
Bangladesh,BGD,2006,1.046309471
Bangladesh,BGD,2007,1.02073741
Bangladesh,BGD,2008,1.221812844
Bangladesh,BGD,2009,0.511760116
Bangladesh,BGD,2010,0.864893198
Bangladesh,BGD,2011,0.951369464
Bangladesh,BGD,2012,0.825648665
Bangladesh,BGD,2013,0.788501918
Bangladesh,BGD,2014,0.646161973
Bangladesh,BGD,2015,0.818408549
Bangladesh,BGD,2016,0.806097507
Bangladesh,BGD,2017,0.89464432
Bangladesh,BGD,2018,0.747117519
Bangladesh,BGD,2019,0.675128698
Bangladesh,BGD,2020,0.65808183
Bangladesh,BGD,2021,0.650146902
Belarus,BLR,1985,0.014493478
Belarus,BLR,1986,0.012695332
Belarus,BLR,1987,0.012513182
Belarus,BLR,1988,0.012336069
Belarus,BLR,1989,0.012754959
Belarus,BLR,1990,0.012691677
Belarus,BLR,1991,0.011448725
Belarus,BLR,1992,0.012468852
Belarus,BLR,1993,0.0166659
Belarus,BLR,1994,0.019936154
Belarus,BLR,1995,0.023589265
Belarus,BLR,1996,0.018399425
Belarus,BLR,1997,0.023874052
Belarus,BLR,1998,0.032551832
Belarus,BLR,1999,0.02270776
Belarus,BLR,2000,0.031301863
Belarus,BLR,2001,0.035543464
Belarus,BLR,2002,0.032997068
Belarus,BLR,2003,0.031896286
Belarus,BLR,2004,0.034380138
Belarus,BLR,2005,0.037284452
Belarus,BLR,2006,0.036012791
Belarus,BLR,2007,0.049696002
Belarus,BLR,2008,0.072905838
Belarus,BLR,2009,0.113252699
Belarus,BLR,2010,0.1292485
Belarus,BLR,2011,0.14303419
Belarus,BLR,2012,0.158969343
Belarus,BLR,2013,0.224122286
Belarus,BLR,2014,0.206747934
Belarus,BLR,2015,0.272726834
Belarus,BLR,2016,0.346439928
Belarus,BLR,2017,0.688763082
Belarus,BLR,2018,0.579096138
Belarus,BLR,2019,0.707769632
Belarus,BLR,2020,0.989724517
Belarus,BLR,2021,0.969857812
Belgium,BEL,1965,0.194773749
Belgium,BEL,1966,0.222224399
Belgium,BEL,1967,0.168503568
Belgium,BEL,1968,0.155023411
Belgium,BEL,1969,0.133152112
Belgium,BEL,1970,0.13480939
Belgium,BEL,1971,0.074855648
Belgium,BEL,1972,0.094584495
Belgium,BEL,1973,0.15358603
Belgium,BEL,1974,0.191443145
Belgium,BEL,1975,0.155608535
Belgium,BEL,1976,0.091755182
Belgium,BEL,1977,0.263500452
Belgium,BEL,1978,0.259151697
Belgium,BEL,1979,0.287064821
Belgium,BEL,1980,0.314376324
Belgium,BEL,1981,0.381860495
Belgium,BEL,1982,0.219763607
Belgium,BEL,1983,0.213194877
Belgium,BEL,1984,0.213723049
Belgium,BEL,1985,0.18697688
Belgium,BEL,1986,0.248185888
Belgium,BEL,1987,0.30061388
Belgium,BEL,1988,0.281228602
Belgium,BEL,1989,0.257713288
Belgium,BEL,1990,0.274796486
Belgium,BEL,1991,0.257479936
Belgium,BEL,1992,0.294191092
Belgium,BEL,1993,0.24665305
Belgium,BEL,1994,0.275914639
Belgium,BEL,1995,0.305119872
Belgium,BEL,1996,0.242720887
Belgium,BEL,1997,0.25003463
Belgium,BEL,1998,0.316676646
Belgium,BEL,1999,0.360219121
Belgium,BEL,2000,0.433269054
Belgium,BEL,2001,0.449205279
Belgium,BEL,2002,0.479734927
Belgium,BEL,2003,0.486714542
Belgium,BEL,2004,0.606298923
Belgium,BEL,2005,0.866680205
Belgium,BEL,2006,1.209545016
Belgium,BEL,2007,1.41525197
Belgium,BEL,2008,1.764393568
Belgium,BEL,2009,2.521434784
Belgium,BEL,2010,3.099550724
Belgium,BEL,2011,4.045991421
Belgium,BEL,2012,5.060074806
Belgium,BEL,2013,5.382620335
Belgium,BEL,2014,6.05117321
Belgium,BEL,2015,6.661416531
Belgium,BEL,2016,6.357453823
Belgium,BEL,2017,6.910615921
Belgium,BEL,2018,7.41519022
Belgium,BEL,2019,7.959382057
Belgium,BEL,2020,10.63779068
Belgium,BEL,2021,9.336408615
Brazil,BRA,1965,27.54872131
Brazil,BRA,1966,27.61821365
Brazil,BRA,1967,27.88029099
Brazil,BRA,1968,25.55575371
Brazil,BRA,1969,25.0562191
Brazil,BRA,1970,26.90108109
Brazil,BRA,1971,26.81777191
Brazil,BRA,1972,27.39073372
Brazil,BRA,1973,26.10169983
Brazil,BRA,1974,26.92813492
Brazil,BRA,1975,27.99586105
Brazil,BRA,1976,29.16008759
Brazil,BRA,1977,31.08434296
Brazil,BRA,1978,31.5293541
Brazil,BRA,1979,33.38748932
Brazil,BRA,1980,36.18800735
Brazil,BRA,1981,37.504879
Brazil,BRA,1982,39.09782028
Brazil,BRA,1983,41.86777115
Brazil,BRA,1984,43.21894836
Brazil,BRA,1985,43.92953491
Brazil,BRA,1986,43.21952438
Brazil,BRA,1987,42.77721024
Brazil,BRA,1988,44.01119614
Brazil,BRA,1989,44.57431793
Brazil,BRA,1990,45.27548599
Brazil,BRA,1991,45.8617897
Brazil,BRA,1992,44.90270615
Brazil,BRA,1993,45.15962982
Brazil,BRA,1994,44.56560135
Brazil,BRA,1995,44.34580994
Brazil,BRA,1996,44.08195877
Brazil,BRA,1997,43.48993301
Brazil,BRA,1998,43.57197189
Brazil,BRA,1999,43.14380264
Brazil,BRA,2000,43.28843307
Brazil,BRA,2001,39.11162186
Brazil,BRA,2002,40.75665283
Brazil,BRA,2003,42.28412628
Brazil,BRA,2004,42.2861557
Brazil,BRA,2005,43.14569855
Brazil,BRA,2006,43.04596329
Brazil,BRA,2007,44.38022614
Brazil,BRA,2008,43.36677551
Brazil,BRA,2009,46.30883026
Brazil,BRA,2010,44.24653625
Brazil,BRA,2011,43.91006088
Brazil,BRA,2012,42.0663681
Brazil,BRA,2013,39.83659744
Brazil,BRA,2014,38.85274506
Brazil,BRA,2015,40.60352325
Brazil,BRA,2016,43.5387001
Brazil,BRA,2017,43.2806778
Brazil,BRA,2018,46.08049774
Brazil,BRA,2019,47.3048439
Brazil,BRA,2020,49.47188187
Brazil,BRA,2021,46.21974945
Bulgaria,BGR,1965,4.931370735
Bulgaria,BGR,1966,4.622976303
Bulgaria,BGR,1967,4.003621101
Bulgaria,BGR,1968,2.311564922
Bulgaria,BGR,1969,2.922540188
Bulgaria,BGR,1970,3.039495468
Bulgaria,BGR,1971,2.943465471
Bulgaria,BGR,1972,2.761652946
Bulgaria,BGR,1973,3.260542154
Bulgaria,BGR,1974,2.562397718
Bulgaria,BGR,1975,2.73394084
Bulgaria,BGR,1976,3.108479023
Bulgaria,BGR,1977,3.523903608
Bulgaria,BGR,1978,2.8053689
Bulgaria,BGR,1979,3.076347828
Bulgaria,BGR,1980,3.267727375
Bulgaria,BGR,1981,3.23180604
Bulgaria,BGR,1982,2.659431458
Bulgaria,BGR,1983,2.903919697
Bulgaria,BGR,1984,2.839835167
Bulgaria,BGR,1985,1.963551164
Bulgaria,BGR,1986,2.001533031
Bulgaria,BGR,1987,2.166328669
Bulgaria,BGR,1988,2.166203737
Bulgaria,BGR,1989,2.265166044
Bulgaria,BGR,1990,1.711651087
Bulgaria,BGR,1991,2.752061844
Bulgaria,BGR,1992,2.477391005
Bulgaria,BGR,1993,2.190291882
Bulgaria,BGR,1994,1.719669223
Bulgaria,BGR,1995,2.518761396
Bulgaria,BGR,1996,3.190023422
Bulgaria,BGR,1997,3.175075293
Bulgaria,BGR,1998,3.721184015
Bulgaria,BGR,1999,3.786312342
Bulgaria,BGR,2000,3.6347754
Bulgaria,BGR,2001,2.270816803
Bulgaria,BGR,2002,2.918511868
Bulgaria,BGR,2003,3.859722614
Bulgaria,BGR,2004,4.144021988
Bulgaria,BGR,2005,5.212997913
Bulgaria,BGR,2006,4.984425068
Bulgaria,BGR,2007,3.510520697
Bulgaria,BGR,2008,3.598368645
Bulgaria,BGR,2009,5.127213001
Bulgaria,BGR,2010,7.61609602
Bulgaria,BGR,2011,4.849966526
Bulgaria,BGR,2012,6.869960785
Bulgaria,BGR,2013,9.59291935
Bulgaria,BGR,2014,9.543798447
Bulgaria,BGR,2015,10.59503365
Bulgaria,BGR,2016,9.049890518
Bulgaria,BGR,2017,7.6196208
Bulgaria,BGR,2018,11.79909325
Bulgaria,BGR,2019,9.948385239
Bulgaria,BGR,2020,10.69299698
Bulgaria,BGR,2021,11.48652554
CIS (BP),,1965,3.481333256
CIS (BP),,1966,3.691022396
CIS (BP),,1967,3.387710571
CIS (BP),,1968,3.835866213
CIS (BP),,1969,4.067017078
CIS (BP),,1970,4.174630642
CIS (BP),,1971,4.034398556
CIS (BP),,1972,3.740033865
CIS (BP),,1973,3.543311357
CIS (BP),,1974,3.623434067
CIS (BP),,1975,3.294977903
CIS (BP),,1976,3.416683912
CIS (BP),,1977,3.541684151
CIS (BP),,1978,3.918540955
CIS (BP),,1979,3.866298199
CIS (BP),,1980,4.04339695
CIS (BP),,1981,4.019433975
CIS (BP),,1982,3.668385744
CIS (BP),,1983,3.709565878
CIS (BP),,1984,4.022881508
CIS (BP),,1985,4.788685799
CIS (BP),,1986,4.709445477
CIS (BP),,1987,4.613934517
CIS (BP),,1988,4.702712059
CIS (BP),,1989,4.56430006
CIS (BP),,1990,4.901607513
CIS (BP),,1991,4.992719173
CIS (BP),,1992,5.341634274
CIS (BP),,1993,5.946407318
CIS (BP),,1994,6.628400803
CIS (BP),,1995,6.859609604
CIS (BP),,1996,6.399550915
CIS (BP),,1997,6.749639511
