Entity,Code,Year,Renewables per capita (kWh - equivalent)
Algeria,DZA,2001,0.0064450793266296385
Algeria,DZA,2002,0.005222823143005371
Algeria,DZA,2003,0.023820014953613283
Algeria,DZA,2004,0.022124414443969728
Algeria,DZA,2005,0.047965824127197264
Algeria,DZA,2006,0.0184049186706543
Algeria,DZA,2007,0.01870350646972656
Algeria,DZA,2008,0.022897567749023438
Algeria,DZA,2009,0.027030923843383788
Algeria,DZA,2010,0.014048391342163086
Algeria,DZA,2011,0.029806650161743165
Algeria,DZA,2012,0.03049134826660156
Algeria,DZA,2013,0.009118041038513184
Algeria,DZA,2014,0.01767843818664551
Algeria,DZA,2015,0.01504832172393799
Algeria,DZA,2016,0.022184778213500976
Algeria,DZA,2017,0.037229225158691405
Algeria,DZA,2018,0.04573621368408203
Algeria,DZA,2019,0.0475727424621582
Algeria,DZA,2020,0.04445718383789063
Algeria,DZA,2021,0.0401034164428711
Argentina,ARG,1965,0.1634798583984375
Argentina,ARG,1966,0.16312847900390626
Argentina,ARG,1967,0.164591552734375
Argentina,ARG,1968,0.19114967346191405
Argentina,ARG,1969,0.16889437866210938
Argentina,ARG,1970,0.20032794189453126
Argentina,ARG,1971,0.19622174072265625
Argentina,ARG,1972,0.1900771026611328
Argentina,ARG,1973,0.3613758239746094
Argentina,ARG,1974,0.5876882934570312
Argentina,ARG,1975,0.6017667236328125
Argentina,ARG,1976,0.5720083618164062
Argentina,ARG,1977,0.6472510986328125
Argentina,ARG,1978,0.8540277709960937
Argentina,ARG,1979,1.158149658203125
Argentina,ARG,1980,1.6162403564453125
Argentina,ARG,1981,1.542090576171875
Argentina,ARG,1982,1.819335693359375
Argentina,ARG,1983,1.878134033203125
Argentina,ARG,1984,1.9889532470703126
Argentina,ARG,1985,2.03380908203125
Argentina,ARG,1986,2.0385709228515627
Argentina,ARG,1987,2.08865283203125
Argentina,ARG,1988,1.437169677734375
Argentina,ARG,1989,1.2235036621093751
Argentina,ARG,1990,1.6187764892578125
Argentina,ARG,1991,1.4312226562500001
Argentina,ARG,1992,1.7025667724609375
Argentina,ARG,1993,2.07797607421875
Argentina,ARG,1994,2.3545400390625
Argentina,ARG,1995,2.261130126953125
Argentina,ARG,1996,1.906263916015625
Argentina,ARG,1997,2.332941650390625
Argentina,ARG,1998,2.191817138671875
Argentina,ARG,1999,1.7607418212890626
Argentina,ARG,2000,2.32790869140625
Argentina,ARG,2001,2.917956298828125
Argentina,ARG,2002,2.822021728515625
Argentina,ARG,2003,2.6534218750000003
Argentina,ARG,2004,2.357901611328125
Argentina,ARG,2005,2.5996040039062502
Argentina,ARG,2006,2.84315234375
Argentina,ARG,2007,2.31506103515625
Argentina,ARG,2008,2.286442626953125
Argentina,ARG,2009,2.4844394531250003
Argentina,ARG,2010,2.52327880859375
Argentina,ARG,2011,2.4052734375
Argentina,ARG,2012,2.312057373046875
Argentina,ARG,2013,2.550560791015625
Argentina,ARG,2014,2.536880859375
Argentina,ARG,2015,2.523387451171875
Argentina,ARG,2016,2.317373291015625
Argentina,ARG,2017,2.472050537109375
Argentina,ARG,2018,2.526842041015625
Argentina,ARG,2019,2.4790888671875
Argentina,ARG,2020,2.373751708984375
Argentina,ARG,2021,2.36843603515625
Asia,,1965,0.22323260498046876
Asia,,1966,0.22737722778320313
Asia,,1967,0.20736734008789062
Asia,,1968,0.22478265380859375
Asia,,1969,0.22760183715820312
Asia,,1970,0.22764636230468752
Asia,,1971,0.24304957580566408
Asia,,1972,0.24553573608398438
Asia,,1973,0.22316995239257814
Asia,,1974,0.2485917663574219
Asia,,1975,0.2621756896972656
Asia,,1976,0.26405288696289064
Asia,,1977,0.2545521392822266
Asia,,1978,0.26312673950195314
Asia,,1979,0.27998171997070315
Asia,,1980,0.2956029052734375
Asia,,1981,0.3109901428222656
Asia,,1982,0.31219158935546876
Asia,,1983,0.321926025390625
Asia,,1984,0.31801773071289063
Asia,,1985,0.36711932373046874
Asia,,1986,0.36330804443359377
Asia,,1987,0.36841043090820313
Asia,,1988,0.41343685913085937
Asia,,1989,0.41595245361328126
Asia,,1990,0.4249622802734375
Asia,,1991,0.4224460754394531
Asia,,1992,0.41876815795898437
Asia,,1993,0.45614797973632815
Asia,,1994,0.44931448364257814
Asia,,1995,0.4809725646972656
Asia,,1996,0.4712918395996094
Asia,,1997,0.46628427124023436
Asia,,1998,0.48777944946289065
Asia,,1999,0.472720947265625
Asia,,2000,0.4829272766113281
Asia,,2001,0.510249755859375
Asia,,2002,0.5189459838867188
Asia,,2003,0.5305969848632812
Asia,,2004,0.6117882690429688
Asia,,2005,0.6274793090820313
Asia,,2006,0.681184326171875
Asia,,2007,0.7087853393554687
Asia,,2008,0.7960665893554688
Asia,,2009,0.7819249267578126
Asia,,2010,0.8994522094726562
Asia,,2011,0.9248514404296875
Asia,,2012,1.04172265625
Asia,,2013,1.136089599609375
Asia,,2014,1.24907763671875
Asia,,2015,1.3241646728515626
Asia,,2016,1.4151717529296874
Asia,,2017,1.5336571044921876
Asia,,2018,1.6586781005859375
Asia,,2019,1.8033148193359376
Asia,,2020,1.90450830078125
Asia,,2021,2.0714423828125
Australia,AUS,1965,2.093434814453125
Australia,AUS,1966,1.9516099853515625
Australia,AUS,1967,1.9677874755859375
Australia,AUS,1968,1.9982266845703125
Australia,AUS,1969,2.122853759765625
Australia,AUS,1970,2.415985595703125
Australia,AUS,1971,2.67525390625
Australia,AUS,1972,2.646965576171875
Australia,AUS,1973,2.785038818359375
Australia,AUS,1974,3.115964599609375
Australia,AUS,1975,3.309597900390625
Australia,AUS,1976,3.114143310546875
Australia,AUS,1977,2.9390554199218752
Australia,AUS,1978,3.1361096191406252
Australia,AUS,1979,3.0153173828125
Australia,AUS,1980,2.8138505859375003
Australia,AUS,1981,2.8619875488281252
Australia,AUS,1982,2.63090869140625
Australia,AUS,1983,2.4498984375
Australia,AUS,1984,2.6078352050781253
Australia,AUS,1985,2.724621826171875
Australia,AUS,1986,2.697806396484375
Australia,AUS,1987,2.580224609375
Australia,AUS,1988,2.718185791015625
Australia,AUS,1989,2.676418701171875
Australia,AUS,1990,2.716187255859375
Australia,AUS,1991,2.8273588867187502
Australia,AUS,1992,2.833748291015625
Australia,AUS,1993,2.87697802734375
Australia,AUS,1994,2.8118310546875
Australia,AUS,1995,2.719884033203125
Australia,AUS,1996,2.76737255859375
Australia,AUS,1997,2.744669189453125
Australia,AUS,1998,2.707468017578125
Australia,AUS,1999,2.76821728515625
Australia,AUS,2000,2.741509765625
Australia,AUS,2001,2.6525810546875
Australia,AUS,2002,2.718882568359375
Australia,AUS,2003,2.784230712890625
Australia,AUS,2004,2.851721435546875
Australia,AUS,2005,3.014895751953125
Australia,AUS,2006,3.033505615234375
Australia,AUS,2007,2.8636027832031252
Australia,AUS,2008,2.643342041015625
Australia,AUS,2009,2.7207282714843752
Australia,AUS,2010,2.937223388671875
Australia,AUS,2011,3.9338085937500002
Australia,AUS,2012,3.814934814453125
Australia,AUS,2013,4.35617236328125
Australia,AUS,2014,3.96093994140625
Australia,AUS,2015,4.20401953125
Australia,AUS,2016,4.75851513671875
Australia,AUS,2017,4.3938134765625
Australia,AUS,2018,5.40456884765625
Australia,AUS,2019,5.91588232421875
Australia,AUS,2020,6.74300634765625
Australia,AUS,2021,7.96873828125
Austria,AUT,1965,6.5100966796875
Austria,AUT,1966,6.9703369140625
Austria,AUT,1967,7.07470654296875
Austria,AUT,1968,7.22793994140625
Austria,AUT,1969,6.60953271484375
Austria,AUT,1970,8.3756552734375
Austria,AUT,1971,6.5873671875
Austria,AUT,1972,6.7429677734375
Austria,AUT,1973,7.4669248046875
Austria,AUT,1974,8.80634375
Austria,AUT,1975,9.2124951171875
Austria,AUT,1976,7.95893310546875
Austria,AUT,1977,9.6496865234375
Austria,AUT,1978,9.6685869140625
Austria,AUT,1979,10.9061708984375
Austria,AUT,1980,11.31149609375
Austria,AUT,1981,11.994869140625001
Austria,AUT,1982,12.01761328125
Austria,AUT,1983,11.9033681640625
Austria,AUT,1984,10.43654296875
Austria,AUT,1985,12.3459775390625
Austria,AUT,1986,12.522962890625001
Austria,AUT,1987,14.07625390625
Austria,AUT,1988,14.066841796875
Austria,AUT,1989,13.95473828125
Austria,AUT,1990,12.544427734375
Austria,AUT,1991,12.476078125
Austria,AUT,1992,13.7122783203125
Austria,AUT,1993,14.31687890625
Austria,AUT,1994,13.7818701171875
Austria,AUT,1995,14.4770322265625
Austria,AUT,1996,13.2700029296875
Austria,AUT,1997,13.99791796875
Austria,AUT,1998,14.4345517578125
Austria,AUT,1999,15.6232734375
Austria,AUT,2000,15.9854580078125
Austria,AUT,2001,15.42658203125
Austria,AUT,2002,15.135970703125
Austria,AUT,2003,12.61518359375
Austria,AUT,2004,14.0533134765625
Austria,AUT,2005,14.396634765625
Austria,AUT,2006,14.5186923828125
Austria,AUT,2007,15.345725585937501
Austria,AUT,2008,15.775119140625
Austria,AUT,2009,16.67515625
Austria,AUT,2010,15.7868994140625
Austria,AUT,2011,14.294828125
Austria,AUT,2012,17.5003359375
Austria,AUT,2013,16.9529375
Austria,AUT,2014,16.79198046875
Austria,AUT,2015,15.92498828125
Austria,AUT,2016,16.650271484375
Austria,AUT,2017,16.337353515625
Austria,AUT,2018,15.8559892578125
Austria,AUT,2019,17.02877734375
Austria,AUT,2020,17.00628125
Austria,AUT,2021,17.07101171875
Azerbaijan,AZE,1985,0.582203857421875
Azerbaijan,AZE,1986,0.350866943359375
Azerbaijan,AZE,1987,0.34502099609375003
Azerbaijan,AZE,1988,0.29454415893554686
Azerbaijan,AZE,1989,0.28971490478515627
Azerbaijan,AZE,1990,0.6769089965820313
Azerbaijan,AZE,1991,0.7070223388671875
Azerbaijan,AZE,1992,0.6914881591796875
Azerbaijan,AZE,1993,0.9461736450195313
Azerbaijan,AZE,1994,0.7042554321289063
Azerbaijan,AZE,1995,0.591746337890625
Azerbaijan,AZE,1996,0.5785575561523437
Azerbaijan,AZE,1997,0.6387304687500001
Azerbaijan,AZE,1998,0.7220470581054688
Azerbaijan,AZE,1999,0.5529124145507812
Azerbaijan,AZE,2000,0.5584346923828125
Azerbaijan,AZE,2001,0.4662589416503906
Azerbaijan,AZE,2002,0.7123353271484375
Azerbaijan,AZE,2003,0.8567080688476563
Azerbaijan,AZE,2004,0.939638916015625
Azerbaijan,AZE,2005,1.0091990356445313
Azerbaijan,AZE,2006,0.8301972045898438
Azerbaijan,AZE,2007,0.7661983642578125
Azerbaijan,AZE,2008,0.7109661254882813
Azerbaijan,AZE,2009,0.723025634765625
Azerbaijan,AZE,2010,1.0591644287109374
Azerbaijan,AZE,2011,0.8070614624023438
Azerbaijan,AZE,2012,0.5389351806640625
Azerbaijan,AZE,2013,0.4556681518554688
Azerbaijan,AZE,2014,0.4011123352050781
Azerbaijan,AZE,2015,0.4909921569824219
Azerbaijan,AZE,2016,0.5833145751953125
Azerbaijan,AZE,2017,0.5157080078125
Azerbaijan,AZE,2018,0.5285880737304688
Azerbaijan,AZE,2019,0.480884033203125
Azerbaijan,AZE,2020,0.3456707458496094
Azerbaijan,AZE,2021,0.3946118469238281
Bangladesh,BGD,1971,0.00789653778076172
Bangladesh,BGD,1972,0.0077668681144714355
Bangladesh,BGD,1973,0.014470711708068847
Bangladesh,BGD,1974,0.01045279598236084
Bangladesh,BGD,1975,0.018400384902954103
Bangladesh,BGD,1976,0.020386659622192382
Bangladesh,BGD,1977,0.0175897216796875
Bangladesh,BGD,1978,0.01983082962036133
Bangladesh,BGD,1979,0.0223884220123291
Bangladesh,BGD,1980,0.021646602630615235
Bangladesh,BGD,1981,0.022602109909057616
Bangladesh,BGD,1982,0.018425662994384764
Bangladesh,BGD,1983,0.022724288940429688
Bangladesh,BGD,1984,0.029999134063720703
Bangladesh,BGD,1985,0.024075742721557616
Bangladesh,BGD,1986,0.014279210090637207
Bangladesh,BGD,1987,0.01597935390472412
Bangladesh,BGD,1988,0.02032836151123047
Bangladesh,BGD,1989,0.027016401290893555
Bangladesh,BGD,1990,0.02533613395690918
Bangladesh,BGD,1991,0.023465696334838866
Bangladesh,BGD,1992,0.021797391891479494
Bangladesh,BGD,1993,0.016292152404785157
Bangladesh,BGD,1994,0.02221590805053711
Bangladesh,BGD,1995,0.009551103591918946
Bangladesh,BGD,1996,0.018573875427246093
Bangladesh,BGD,1997,0.017693618774414062
Bangladesh,BGD,1998,0.020848852157592773
Bangladesh,BGD,1999,0.01967552375793457
Bangladesh,BGD,2000,0.017349382400512696
Bangladesh,BGD,2001,0.02242487716674805
Bangladesh,BGD,2002,0.01650460624694824
Bangladesh,BGD,2003,0.016134565353393554
Bangladesh,BGD,2004,0.01579594039916992
Bangladesh,BGD,2005,0.015495460510253906
Bangladesh,BGD,2006,0.015264739990234375
Bangladesh,BGD,2007,0.015055760383605957
Bangladesh,BGD,2008,0.01885189437866211
Bangladesh,BGD,2009,0.008580461502075195
Bangladesh,BGD,2010,0.0146834077835083
Bangladesh,BGD,2011,0.01735269546508789
Bangladesh,BGD,2012,0.015936319351196288
Bangladesh,BGD,2013,0.01550166130065918
Bangladesh,BGD,2014,0.013071833610534668
Bangladesh,BGD,2015,0.01904044532775879
Bangladesh,BGD,2016,0.018862573623657227
Bangladesh,BGD,2017,0.02152214050292969
Bangladesh,BGD,2018,0.018837568283081054
Bangladesh,BGD,2019,0.018740289688110354
Bangladesh,BGD,2020,0.017534248352050783
Bangladesh,BGD,2021,0.01795799446105957
Belarus,BLR,1985,0.005972808361053467
Belarus,BLR,1986,0.005934637546539306
Belarus,BLR,1987,0.005898359298706054
Belarus,BLR,1988,0.005866332054138184
Belarus,BLR,1989,0.0058415369987487795
Belarus,BLR,1990,0.005825922012329102
Belarus,BLR,1991,0.005238358020782471
Belarus,BLR,1992,0.004950483798980713
Belarus,BLR,1993,0.005543368339538574
Belarus,BLR,1994,0.005558094501495361
Belarus,BLR,1995,0.005868429660797119
Belarus,BLR,1996,0.004710067749023438
Belarus,BLR,1997,0.006203839302062988
Belarus,BLR,1998,0.008304508209228515
Belarus,BLR,1999,0.005661052703857422
Belarus,BLR,2000,0.008087678909301758
Belarus,BLR,2001,0.00898277759552002
Belarus,BLR,2002,0.008685276031494141
Belarus,BLR,2003,0.00838946533203125
Belarus,BLR,2004,0.010191837310791017
Belarus,BLR,2005,0.011079582214355468
Belarus,BLR,2006,0.011433509826660157
Belarus,BLR,2007,0.015451781272888184
Belarus,BLR,2008,0.02303436851501465
Belarus,BLR,2009,0.03392391586303711
Belarus,BLR,2010,0.042016685485839846
Belarus,BLR,2011,0.0456862907409668
Belarus,BLR,2012,0.05491354751586914
Belarus,BLR,2013,0.07011863708496094
Belarus,BLR,2014,0.06465301513671876
Belarus,BLR,2015,0.0771512222290039
Belarus,BLR,2016,0.10007088470458984
Belarus,BLR,2017,0.20251960754394532
Belarus,BLR,2018,0.18823240661621093
Belarus,BLR,2019,0.23124044799804688
Belarus,BLR,2020,0.3003770446777344
Belarus,BLR,2021,0.315507080078125
Belgium,BEL,1965,0.085165771484375
Belgium,BEL,1966,0.0931775894165039
Belgium,BEL,1967,0.07385453796386719
Belgium,BEL,1968,0.07542715454101563
Belgium,BEL,1969,0.07084710693359375
Belgium,BEL,1970,0.07551971435546875
Belgium,BEL,1971,0.041004180908203125
Belgium,BEL,1972,0.05491246795654297
Belgium,BEL,1973,0.09011044311523438
Belgium,BEL,1974,0.10818025970458985
Belgium,BEL,1975,0.08249249267578125
Belgium,BEL,1976,0.05148333740234375
Belgium,BEL,1977,0.1477931365966797
Belgium,BEL,1978,0.15140898132324218
Belgium,BEL,1979,0.17225653076171876
Belgium,BEL,1980,0.1803328094482422
Belgium,BEL,1981,0.20803851318359376
Belgium,BEL,1982,0.11441249084472656
Belgium,BEL,1983,0.10747526550292968
Belgium,BEL,1984,0.11250498962402344
Belgium,BEL,1985,0.10264053344726563
Belgium,BEL,1986,0.14041535949707032
Belgium,BEL,1987,0.17496902465820313
Belgium,BEL,1988,0.16666539001464845
Belgium,BEL,1989,0.15353309631347656
Belgium,BEL,1990,0.17063383483886718
Belgium,BEL,1991,0.16487820434570313
Belgium,BEL,1992,0.18726380920410157
Belgium,BEL,1993,0.15385714721679689
Belgium,BEL,1994,0.18036981201171876
Belgium,BEL,1995,0.20132630920410158
Belgium,BEL,1996,0.16973886108398437
Belgium,BEL,1997,0.1763930358886719
Belgium,BEL,1998,0.2274816131591797
Belgium,BEL,1999,0.2564667053222656
Belgium,BEL,2000,0.3132351989746094
Belgium,BEL,2001,0.32076751708984375
Belgium,BEL,2002,0.33948617553710936
Belgium,BEL,2003,0.35581631469726566
Belgium,BEL,2004,0.4423502197265625
Belgium,BEL,2005,0.6213326416015625
Belgium,BEL,2006,0.86362646484375
Belgium,BEL,2007,1.0100428466796876
Belgium,BEL,2008,1.269811767578125
Belgium,BEL,2009,1.684386962890625
Belgium,BEL,2010,2.191019287109375
Belgium,BEL,2011,2.654602294921875
Belgium,BEL,2012,3.162628662109375
Belgium,BEL,2013,3.435921142578125
Belgium,BEL,2014,3.5691259765625
Belgium,BEL,2015,3.9593344726562503
Belgium,BEL,2016,4.05054345703125
Belgium,BEL,2017,4.42694482421875
Belgium,BEL,2018,4.68828759765625
Belgium,BEL,2019,5.16834716796875
Belgium,BEL,2020,6.2108984375
Belgium,BEL,2021,6.07793798828125
Brazil,BRA,1965,0.9049345703125
Brazil,BRA,1966,0.9629067993164063
Brazil,BRA,1967,0.9804140625000001
Brazil,BRA,1968,0.9994351196289063
Brazil,BRA,1969,1.0423011474609376
Brazil,BRA,1970,1.2666654052734376
Brazil,BRA,1971,1.347293701171875
Brazil,BRA,1972,1.5479620361328126
Brazil,BRA,1973,1.7161784667968751
Brazil,BRA,1974,1.890033935546875
Brazil,BRA,1975,2.0288538818359374
Brazil,BRA,1976,2.26794677734375
Brazil,BRA,1977,2.52569677734375
Brazil,BRA,1978,2.757283447265625
Brazil,BRA,1979,3.090210205078125
Brazil,BRA,1980,3.3429423828125002
Brazil,BRA,1981,3.3019160156250003
Brazil,BRA,1982,3.531683349609375
Brazil,BRA,1983,3.774196533203125
Brazil,BRA,1984,4.09237548828125
Brazil,BRA,1985,4.33564697265625
Brazil,BRA,1986,4.44969970703125
Brazil,BRA,1987,4.4454760742187505
Brazil,BRA,1988,4.66092626953125
Brazil,BRA,1989,4.72777099609375
Brazil,BRA,1990,4.64182373046875
Brazil,BRA,1991,4.79885107421875
Brazil,BRA,1992,4.8335595703125005
Brazil,BRA,1993,4.9948125
Brazil,BRA,1994,5.093931640625
Brazil,BRA,1995,5.23728173828125
Brazil,BRA,1996,5.4102802734375
Brazil,BRA,1997,5.5550009765625
Brazil,BRA,1998,5.6820380859375
Brazil,BRA,1999,5.64190625
Brazil,BRA,2000,5.680427734375
Brazil,BRA,2001,4.94623193359375
Brazil,BRA,2002,5.21571533203125
Brazil,BRA,2003,5.4431591796875
Brazil,BRA,2004,5.6359990234375
Brazil,BRA,2005,5.848337890625
Brazil,BRA,2006,5.9196142578125
Brazil,BRA,2007,6.41088037109375
Brazil,BRA,2008,6.4629140625
Brazil,BRA,2009,6.7959423828125
Brazil,BRA,2010,7.0858833007812505
Brazil,BRA,2011,7.28478125
Brazil,BRA,2012,7.0487172851562505
Brazil,BRA,2013,6.845783203125
Brazil,BRA,2014,6.77553564453125
Brazil,BRA,2015,6.8383623046875
Brazil,BRA,2016,7.1109863281250005
Brazil,BRA,2017,7.088568359375
Brazil,BRA,2018,7.5177988281250006
Brazil,BRA,2019,7.81717724609375
Brazil,BRA,2020,7.75871484375
Brazil,BRA,2021,7.5389038085937505
Bulgaria,BGR,1965,0.7192356567382813
Bulgaria,BGR,1966,0.717434326171875
Bulgaria,BGR,1967,0.7166101684570313
Bulgaria,BGR,1968,0.45938873291015625
Bulgaria,BGR,1969,0.64318994140625
Bulgaria,BGR,1970,0.7479765014648437
Bulgaria,BGR,1971,0.749695068359375
Bulgaria,BGR,1972,0.7196116943359375
Bulgaria,BGR,1973,0.8779712524414063
Bulgaria,BGR,1974,0.7070254516601563
Bulgaria,BGR,1975,0.830072509765625
Bulgaria,BGR,1976,0.9957127075195312
Bulgaria,BGR,1977,1.1855640869140625
Bulgaria,BGR,1978,0.9743828735351563
Bulgaria,BGR,1979,1.1058807373046875
Bulgaria,BGR,1980,1.23657666015625
Bulgaria,BGR,1981,1.2013779296875
Bulgaria,BGR,1982,1.0098658447265625
Bulgaria,BGR,1983,1.107410888671875
Bulgaria,BGR,1984,1.0748001708984376
Bulgaria,BGR,1985,0.7369943847656251
Bulgaria,BGR,1986,0.7665549926757813
Bulgaria,BGR,1987,0.8372117309570313
Bulgaria,BGR,1988,0.8589731445312501
Bulgaria,BGR,1989,0.8943209838867188
Bulgaria,BGR,1990,0.6280888061523437
Bulgaria,BGR,1991,0.82331591796875
Bulgaria,BGR,1992,0.7030892333984375
Bulgaria,BGR,1993,0.6695947265625
Bulgaria,BGR,1994,0.5122066650390625
Bulgaria,BGR,1995,0.816592041015625
Bulgaria,BGR,1996,1.040941162109375
Bulgaria,BGR,1997,0.9916881713867187
Bulgaria,BGR,1998,1.125358642578125
Bulgaria,BGR,1999,1.009121826171875
Bulgaria,BGR,2000,0.9882571411132812
Bulgaria,BGR,2001,0.6434410400390626
Bulgaria,BGR,2002,0.8141019897460937
Bulgaria,BGR,2003,1.1255933837890626
Bulgaria,BGR,2004,1.1791346435546874
Bulgaria,BGR,2005,1.617404296875
Bulgaria,BGR,2006,1.5876950683593751
Bulgaria,BGR,2007,1.090119384765625
Bulgaria,BGR,2008,1.1070458984375
Bulgaria,BGR,2009,1.3897755126953126
Bulgaria,BGR,2010,2.165603759765625
Bulgaria,BGR,2011,1.4744678955078125
Bulgaria,BGR,2012,1.9956358642578125
Bulgaria,BGR,2013,2.596720947265625
Bulgaria,BGR,2014,2.7760065917968753
Bulgaria,BGR,2015,3.297616455078125
Bulgaria,BGR,2016,2.6855400390625
Bulgaria,BGR,2017,2.32692919921875
Bulgaria,BGR,2018,3.641392578125
Bulgaria,BGR,2019,2.9862548828125
Bulgaria,BGR,2020,2.983192138671875
Bulgaria,BGR,2021,3.624435791015625
Canada,CAN,1965,17.79016796875
Canada,CAN,1966,19.39184375
Canada,CAN,1967,19.484181640625
Canada,CAN,1968,19.479658203125002
Canada,CAN,1969,21.18570703125
Canada,CAN,1970,21.87715234375
Canada,CAN,1971,22.114125
Canada,CAN,1972,24.333990234375
Canada,CAN,1973,25.678419921875
Canada,CAN,1974,27.386921875000002
Canada,CAN,1975,25.9636015625
Canada,CAN,1976,27.02578125
Canada,CAN,1977,27.68783984375
Canada,CAN,1978,29.255517578125
Canada,CAN,1979,30.05474609375
Canada,CAN,1980,30.585058593750002
Canada,CAN,1981,32.133015625
Canada,CAN,1982,30.868056640625
Canada,CAN,1983,31.506859375
Canada,CAN,1984,33.54398046875
Canada,CAN,1985,35.08401953125
Canada,CAN,1986,35.4547578125
Canada,CAN,1987,35.6525859375
Canada,CAN,1988,34.20925390625
Canada,CAN,1989,32.0079140625
Canada,CAN,1990,32.204701171875
Canada,CAN,1991,33.036015625
Canada,CAN,1992,33.53132421875
Canada,CAN,1993,33.91976953125
Canada,CAN,1994,34.2315234375
Canada,CAN,1995,34.6583828125
Canada,CAN,1996,36.41675390625
Canada,CAN,1997,35.54928515625
Canada,CAN,1998,33.592484375
Canada,CAN,1999,34.6727421875
Canada,CAN,2000,35.496421875
Canada,CAN,2001,32.62239453125
Canada,CAN,2002,33.8163984375
Canada,CAN,2003,32.032984375
Canada,CAN,2004,31.773650390625
Canada,CAN,2005,33.334515625
Canada,CAN,2006,32.0172109375
Canada,CAN,2007,32.93266796875
Canada,CAN,2008,33.1836953125
Canada,CAN,2009,32.180517578125
Canada,CAN,2010,30.55855859375
Canada,CAN,2011,32.29859375
Canada,CAN,2012,32.439220703125
Canada,CAN,2013,32.83467578125
Canada,CAN,2014,31.687787109375
Canada,CAN,2015,32.263263671875
Canada,CAN,2016,32.4806484375
Canada,CAN,2017,32.717486328125
Canada,CAN,2018,31.741193359375
Canada,CAN,2019,31.0536796875
Canada,CAN,2020,31.07099609375
Canada,CAN,2021,30.393783203125
Chile,CHL,1965,1.3006058349609375
Chile,CHL,1966,1.3465460205078126
Chile,CHL,1967,1.3511453857421876
